title,artist,popularity,album_name,album_release,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Wake Me Up - Radio Edit,Avicii,25,True,2013-01-01,pop,0.532,0.783,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
Livin' On The Edge - Acoustic Version,Aerosmith,25,Gold,2005,latin,0.464,0.867,-5.219,1,0.0326,0.00319,0.00207,0.27,0.39,84.544,337667
All Day All Night,Bobby Brown,25,Don't Be Cruel,1988-01-01,r&b,0.732,0.54,-10.415,1,0.125,0.0892,0,0.0445,0.799,165.44,280293
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24,Sunflower (Spider-Man: Into the Spider-Verse),2018-10-18,pop,0.753,0.498,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,158053
Rag Doll,Aerosmith,24,Tough Love: Best Of The Ballads,2011-01-01,rock,0.594,0.935,-4.796,1,0.049,0.537,0,0.0836,0.675,93.448,264947
Livin' On The Edge,Aerosmith,24,Tough Love: Best Of The Ballads,2011-01-01,rock,0.339,0.874,-4.346,1,0.0361,0.0021,0.00697,0.319,0.26,84.493,381240
Heroes - 1999 Remaster,David Bowie,24,Heroes,1977-10-14,rock,0.478,0.774,-6.977,1,0.0292,2.65e-4,0.585,0.191,0.429,112.577,370373
Ping Pong [Mix Cut] - Hardwell Remix,Armin van Buuren,24,Hardwell Presents Revealed Vol. 5,2014-06-27,edm,0.578,0.945,-6.418,1,0.0853,0.00241,0.0111,0.141,0.0368,129.593,263033
Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,24,Neon Future III (Remixes),2019-02-15,edm,0.604,0.938,-4.29,1,0.0458,3.13e-4,0.0117,0.0621,0.135,127.994,285000
Stay,David Guetta,24,Guetta Blaster,2004-06-04,edm,0.756,0.689,-7.904,1,0.0609,0.0221,0.523,0.066,0.403,127.979,339653
Let It Be Me,Steve Aoki,23,Let It Be Me,2019-09-06,pop,0.661,0.758,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,224061
Who Do You Love,The Chainsmokers,23,Who Do You Love,2019-02-07,pop,0.51,0.835,-4.673,1,0.0447,0.00791,0,0.219,0.435,140.024,226747
I See Fire,Ed Sheeran,23,x (Deluxe Edition),2014-06-21,r&b,0.641,0.176,-11.692,1,0.0349,0.638,5.14e-6,0.252,0.297,76.031,299147
Everybody Is In The Place [Mix Cut] - I AM Hardwell Intro Edit,Hardwell,23,Hardwell Presents Revealed Vol. 5,2014-06-27,edm,0.544,0.96,-6.382,1,0.0671,1.03e-4,0.855,0.104,0.0394,128.041,331833
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,22,Sick Boy...This Feeling,2018-09-18,pop,0.539,0.651,-5.304,1,0.0432,0.0651,0,0.0662,0.474,105.159,199227
Rebel Rebel - 1999 Remaster,David Bowie,22,Diamond Dogs (30th Anniversary),1974-04-24,rock,0.676,0.92,-7.96,1,0.0435,0.00101,8.65e-6,0.248,0.624,126.341,269360
Sweet Child O' Mine,Guns N' Roses,22,Appetite For Destruction,1987-01-01,rock,0.449,0.901,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400
The Chain,Fleetwood Mac,21,Rumours,1977-02-04,rock,0.546,0.529,-13.6,1,0.0436,0.0629,5.67e-4,0.0383,0.574,151.727,271000
Killer Queen - Remastered 2011,Queen,21,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.535,0.651,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600
I'm Not Sorry,Hardwell,21,I'm Not Sorry,2019-03-08,edm,0.649,0.82,-3.812,1,0.0558,0.121,0,0.0771,0.349,128.096,186094
